application_id,application_quarter,credit_score,debt_to_income,loan_amount,applicant_tenure_years,defaulted
APP01031,2024-Q4,718,0.392,24139.0,9,0
APP01032,2024-Q4,528,0.286,19137.0,5,1
APP01033,2024-Q4,713,0.356,12362.0,1,0
APP01034,2024-Q4,666,0.224,22379.0,2,0
APP01035,2024-Q4,674,0.243,22829.0,4,0
APP01036,2024-Q4,619,0.391,16020.0,3,1
APP01037,2024-Q4,563,0.295,22075.0,2,0
APP01038,2024-Q4,737,0.309,12475.0,5,0
APP01039,2024-Q4,644,0.386,24069.0,11,1
APP01040,2024-Q4,715,0.37,17849.0,6,1
APP01041,2024-Q4,659,0.397,21561.0,8,0
APP01042,2024-Q4,652,0.241,11016.0,2,0
APP01043,2024-Q4,675,0.489,7594.0,3,1
APP01044,2024-Q4,617,0.377,7978.0,3,0
APP01045,2024-Q4,651,0.157,22011.0,1,0
APP01046,2024-Q4,692,0.225,14222.0,9,0
APP01047,2024-Q4,646,0.248,21237.0,3,0
APP01048,2024-Q4,561,0.361,25356.0,5,1
APP01049,2024-Q4,688,0.275,18427.0,6,0
APP01050,2024-Q4,653,0.247,23718.0,9,0
APP01051,2024-Q4,681,0.326,22772.0,3,0
APP01052,2024-Q4,591,0.404,25686.0,11,0
APP01053,2024-Q4,604,0.408,12499.0,6,1
APP01054,2024-Q4,606,0.219,16477.0,10,0
APP01055,2024-Q4,685,0.476,17472.0,1,0
APP01056,2024-Q4,595,0.474,21655.0,4,0
APP01057,2024-Q4,617,0.377,20759.0,6,0
APP01058,2024-Q4,657,0.45,22633.0,0,1
APP01059,2024-Q4,722,0.151,23264.0,7,0
APP01060,2024-Q4,657,0.328,7906.0,11,0
APP01061,2024-Q4,618,0.421,13294.0,1,1
APP01062,2024-Q4,667,0.324,19054.0,8,1
APP01063,2024-Q4,698,0.208,31199.0,8,0
APP01064,2024-Q4,706,0.485,22961.0,9,0
APP01065,2024-Q4,558,0.24,19331.0,7,0
APP01066,2024-Q4,612,0.402,15279.0,2,1
APP01067,2024-Q4,708,0.385,16514.0,6,0
APP01068,2024-Q4,651,0.461,26048.0,9,1
APP01069,2024-Q4,540,0.344,18486.0,4,0
APP01070,2024-Q4,741,0.234,21440.0,3,0
APP01071,2024-Q4,624,0.388,12819.0,7,1
APP01072,2024-Q4,647,0.446,26136.0,11,0
APP01073,2024-Q4,697,0.351,15124.0,2,0
APP01074,2024-Q4,696,0.142,15133.0,1,1
APP01075,2024-Q4,603,0.233,22293.0,7,1
APP01076,2024-Q4,685,0.383,15907.0,8,0
APP01077,2024-Q4,691,0.305,18805.0,9,0
APP01078,2024-Q4,633,0.294,20418.0,7,0
APP01079,2024-Q4,599,0.377,4165.0,4,0
APP01080,2024-Q4,733,0.531,15636.0,5,0
APP01081,2024-Q4,743,0.39,14671.0,11,0
APP01082,2024-Q4,653,0.256,15374.0,10,0
APP01083,2024-Q4,683,0.442,14785.0,7,0
APP01084,2024-Q4,594,0.411,16599.0,3,1
APP01085,2024-Q4,637,0.375,11406.0,4,0
APP01086,2024-Q4,685,0.258,20076.0,6,0
APP01087,2024-Q4,637,0.246,2000.0,8,0
APP01088,2024-Q4,652,0.315,18014.0,0,1
APP01089,2024-Q4,786,0.213,20936.0,11,0
APP01090,2024-Q4,591,0.362,18420.0,1,1
APP01091,2024-Q4,669,0.414,24020.0,6,1
APP01092,2024-Q4,566,0.333,10924.0,5,1
APP01093,2024-Q4,648,0.324,17342.0,5,1
APP01094,2024-Q4,704,0.234,14949.0,10,1
APP01095,2024-Q4,685,0.314,30742.0,8,0
APP01096,2024-Q4,697,0.377,28101.0,0,0
APP01097,2024-Q4,623,0.276,6246.0,5,1
APP01098,2024-Q4,671,0.246,15036.0,9,0
APP01099,2024-Q4,641,0.277,14447.0,5,0
APP01100,2024-Q4,695,0.351,14134.0,2,0
APP01101,2024-Q4,690,0.336,23574.0,2,0
APP01102,2024-Q4,682,0.376,12455.0,8,0
APP01103,2024-Q4,702,0.409,18805.0,4,0
APP01104,2024-Q4,733,0.345,14252.0,2,0
APP01105,2024-Q4,546,0.565,11925.0,8,1
APP01106,2024-Q4,592,0.388,24249.0,8,1
APP01107,2024-Q4,627,0.163,14471.0,2,1
APP01108,2024-Q4,722,0.394,19935.0,3,0
APP01109,2024-Q4,676,0.322,18783.0,7,0
APP01110,2024-Q4,637,0.222,25919.0,2,0
APP01111,2024-Q4,825,0.214,19811.0,1,0
APP01112,2024-Q4,756,0.359,25336.0,1,0
APP01113,2024-Q4,710,0.231,16209.0,5,1
APP01114,2024-Q4,630,0.287,24933.0,0,0
APP01115,2024-Q4,649,0.464,7723.0,7,1
APP01116,2024-Q4,581,0.212,16235.0,2,0
APP01117,2024-Q4,713,0.319,23444.0,8,0
APP01118,2024-Q4,653,0.359,20671.0,8,1
APP01119,2024-Q4,580,0.228,27647.0,5,1
APP01120,2024-Q4,641,0.424,24829.0,1,1
APP01121,2024-Q4,663,0.424,20711.0,11,1
APP01122,2024-Q4,767,0.308,17850.0,5,0
APP01123,2024-Q4,644,0.243,22447.0,10,0
APP01124,2024-Q4,664,0.396,12479.0,9,1
APP01125,2024-Q4,651,0.348,19066.0,5,0
APP01126,2024-Q4,765,0.191,18127.0,2,0
APP01127,2024-Q4,704,0.281,18661.0,1,0
APP01128,2024-Q4,659,0.269,27217.0,7,0
APP01129,2024-Q4,696,0.244,17402.0,1,0
APP01130,2024-Q4,677,0.454,25180.0,2,1
APP01131,2024-Q4,531,0.404,16012.0,2,1
APP01132,2024-Q4,722,0.46,16354.0,0,0
APP01133,2024-Q4,663,0.349,13212.0,2,1
APP01134,2024-Q4,576,0.324,26721.0,11,0
APP01135,2024-Q4,735,0.497,22540.0,2,0
APP01136,2024-Q4,540,0.434,5664.0,4,1
APP01137,2024-Q4,621,0.41,16290.0,8,1
APP01138,2024-Q4,573,0.318,17709.0,7,0
APP01139,2024-Q4,567,0.288,17315.0,11,0
APP01140,2024-Q4,668,0.292,13763.0,1,0
APP01141,2024-Q4,576,0.261,10598.0,3,1
APP01142,2024-Q4,545,0.307,20658.0,4,1
APP01143,2024-Q4,691,0.393,23170.0,10,0
APP01144,2024-Q4,740,0.518,15244.0,9,0
APP01145,2024-Q4,703,0.349,23773.0,2,0
APP01146,2024-Q4,653,0.208,18852.0,3,0
APP01147,2024-Q4,628,0.308,24527.0,5,1
APP01148,2024-Q4,735,0.263,23381.0,6,0
APP01149,2024-Q4,696,0.315,16224.0,5,0
APP01150,2024-Q4,554,0.42,20625.0,6,1
APP01151,2024-Q4,749,0.19,16171.0,0,0
APP01152,2024-Q4,626,0.355,28993.0,2,1
APP01153,2024-Q4,594,0.625,11890.0,11,1
APP01154,2024-Q4,613,0.467,15213.0,0,1
APP01155,2024-Q4,691,0.295,25010.0,7,0
APP01156,2024-Q4,751,0.213,17185.0,10,0
APP01157,2024-Q4,643,0.425,28873.0,11,0
APP01158,2024-Q4,717,0.476,17089.0,6,1
APP01159,2024-Q4,662,0.261,31487.0,2,0
APP01160,2024-Q4,641,0.128,17117.0,7,0
APP01161,2024-Q4,651,0.3,21775.0,7,0
APP01162,2024-Q4,620,0.514,20316.0,4,1
APP01163,2024-Q4,617,0.317,11638.0,2,0
APP01164,2024-Q4,677,0.41,23402.0,2,0
APP01165,2024-Q4,621,0.399,12549.0,9,0
APP01166,2024-Q4,672,0.15,13649.0,2,0
APP01167,2024-Q4,644,0.397,16732.0,2,0
APP01168,2024-Q4,633,0.329,20739.0,9,1
APP01169,2024-Q4,749,0.452,17130.0,1,0
APP01170,2024-Q4,580,0.116,19525.0,10,0
APP01171,2024-Q4,608,0.439,21570.0,0,1
APP01172,2024-Q4,637,0.355,22981.0,1,0
APP01173,2024-Q4,639,0.4,2817.0,7,1
APP01174,2024-Q4,717,0.443,20495.0,4,1
APP01175,2024-Q4,661,0.376,19743.0,1,0
APP01176,2024-Q4,677,0.394,18817.0,7,0
APP01177,2024-Q4,615,0.214,20264.0,10,1
APP01178,2024-Q4,699,0.298,12072.0,7,1
APP01179,2024-Q4,639,0.476,24566.0,8,1
APP01180,2024-Q4,657,0.259,24693.0,7,0
APP01181,2024-Q4,667,0.469,26572.0,5,1
APP01182,2024-Q4,674,0.371,20316.0,8,1
APP01183,2024-Q4,611,0.443,12018.0,2,1
APP01184,2024-Q4,566,0.299,14041.0,4,1
APP01185,2024-Q4,539,0.445,21520.0,10,1
APP01186,2024-Q4,750,0.433,24634.0,1,0
APP01187,2024-Q4,718,0.454,18034.0,1,0
APP01188,2024-Q4,758,0.522,21771.0,7,0
APP01189,2024-Q4,617,0.325,11156.0,8,0
APP01190,2024-Q4,592,0.304,8619.0,0,1
APP01191,2024-Q4,637,0.402,17564.0,4,0
APP01192,2024-Q4,566,0.342,10692.0,5,0
APP01193,2024-Q4,603,0.342,13167.0,6,0
APP01194,2024-Q4,703,0.249,23312.0,11,0
APP01195,2024-Q4,603,0.243,15182.0,1,0
APP01196,2024-Q4,676,0.272,20927.0,0,1
APP01197,2024-Q4,681,0.27,20320.0,1,0
APP01198,2024-Q4,645,0.36,4572.0,10,0
APP01199,2024-Q4,660,0.425,20837.0,9,0
APP01200,2024-Q4,502,0.383,17648.0,1,1
APP01201,2024-Q4,647,0.346,17498.0,9,0
APP01202,2024-Q4,717,0.515,20991.0,4,0
APP01203,2024-Q4,539,0.298,29479.0,2,1
APP01204,2024-Q4,666,0.22,21294.0,6,0
APP01205,2024-Q4,645,0.302,15867.0,3,1
APP01206,2024-Q4,680,0.383,14671.0,6,0
APP01207,2024-Q4,688,0.484,25097.0,6,0
APP01208,2024-Q4,695,0.367,26847.0,8,0
APP01209,2024-Q4,745,0.34,26011.0,11,0
APP01210,2024-Q4,676,0.303,28276.0,10,0
APP01211,2024-Q4,648,0.399,18639.0,3,0
APP01212,2024-Q4,676,0.448,15271.0,0,1
APP01213,2024-Q4,704,0.431,20225.0,10,0
APP01214,2024-Q4,662,0.347,12095.0,3,0
APP01215,2024-Q4,628,0.209,16850.0,0,1
APP01216,2024-Q4,730,0.228,19551.0,5,1
APP01217,2024-Q4,600,0.304,19633.0,8,1
APP01218,2024-Q4,651,0.298,5468.0,1,0
APP01219,2024-Q4,775,0.295,14490.0,11,0
APP01220,2024-Q4,698,0.324,10535.0,7,0
APP01221,2024-Q4,594,0.369,17440.0,2,0
APP01222,2024-Q4,712,0.438,23180.0,6,0
APP01223,2024-Q4,627,0.29,25141.0,6,0
APP01224,2024-Q4,654,0.289,28057.0,9,0
APP01225,2024-Q4,682,0.398,14638.0,5,0
APP01226,2024-Q4,656,0.465,14904.0,8,1
APP01227,2024-Q4,590,0.196,21741.0,7,1
APP01228,2024-Q4,643,0.412,23521.0,4,1
APP01229,2024-Q4,667,0.212,16583.0,10,0
APP01230,2024-Q4,728,0.226,14076.0,11,0
APP01231,2024-Q4,710,0.263,12414.0,2,0
APP01232,2024-Q4,621,0.647,25122.0,8,1
APP01233,2024-Q4,699,0.217,19300.0,2,0
APP01234,2024-Q4,671,0.285,14822.0,5,0
APP01235,2024-Q4,563,0.243,9746.0,10,0
APP01236,2024-Q4,672,0.545,21413.0,4,0
APP01237,2024-Q4,629,0.229,17271.0,3,0
APP01238,2024-Q4,599,0.265,14667.0,9,0
APP01239,2024-Q4,573,0.599,8325.0,4,1
APP01240,2024-Q4,709,0.468,22767.0,2,0
APP01241,2024-Q4,641,0.358,18459.0,11,1
APP01242,2024-Q4,661,0.406,10367.0,9,0
APP01243,2024-Q4,750,0.442,28345.0,7,0
APP01244,2024-Q4,650,0.449,15641.0,0,1
APP01245,2024-Q4,626,0.395,23844.0,6,0
APP01246,2024-Q4,717,0.241,17325.0,0,0
APP01247,2024-Q4,597,0.273,25983.0,6,0
APP01248,2024-Q4,665,0.368,10868.0,4,0
APP01249,2024-Q4,761,0.328,23134.0,11,0
APP01250,2024-Q4,709,0.447,8363.0,0,0
APP01251,2024-Q4,711,0.43,8261.0,11,0
APP01252,2024-Q4,704,0.427,31184.0,9,0
APP01253,2024-Q4,730,0.4,23079.0,5,0
APP01254,2024-Q4,686,0.364,8902.0,4,0
APP01255,2024-Q4,672,0.346,15071.0,7,0
APP01256,2024-Q4,555,0.34,21328.0,6,0
APP01257,2024-Q4,699,0.326,12136.0,7,0
APP01258,2024-Q4,669,0.391,25302.0,10,0
APP01259,2024-Q4,560,0.303,12745.0,7,0
APP01260,2024-Q4,615,0.428,17673.0,4,0
APP01261,2024-Q4,662,0.415,15698.0,10,1
APP01262,2024-Q4,596,0.293,14666.0,10,0
APP01263,2024-Q4,640,0.521,12202.0,9,0
APP01264,2024-Q4,686,0.418,21298.0,11,0
APP01265,2024-Q4,729,0.25,5606.0,1,0
APP01266,2024-Q4,657,0.269,15967.0,1,0
APP01267,2024-Q4,592,0.181,35664.0,3,1
APP01268,2024-Q4,678,0.245,20674.0,4,0
APP01269,2024-Q4,684,0.314,21116.0,10,0
APP01270,2024-Q4,653,0.257,24485.0,7,0
APP01271,2024-Q4,601,0.426,16168.0,0,1
APP01272,2024-Q4,791,0.433,34677.0,4,0
APP01273,2024-Q4,680,0.47,11707.0,4,1
APP01274,2024-Q4,646,0.304,26220.0,7,0
APP01275,2024-Q4,769,0.35,19741.0,6,0
APP01276,2024-Q4,581,0.324,24063.0,9,1
APP01277,2024-Q4,604,0.48,25428.0,2,1
APP01278,2024-Q4,694,0.346,9980.0,0,0
APP01279,2024-Q4,739,0.302,19726.0,9,0
APP01280,2025-Q1,747,0.416,11140.0,4,0
APP01281,2025-Q1,673,0.277,11408.0,5,0
APP01282,2025-Q1,666,0.277,14838.0,10,0
APP01283,2025-Q1,672,0.581,25108.0,10,1
APP01284,2025-Q1,660,0.338,25102.0,7,1
APP01285,2025-Q1,607,0.221,17385.0,1,0
APP01286,2025-Q1,616,0.322,14100.0,2,0
APP01287,2025-Q1,726,0.215,19969.0,11,0
APP01288,2025-Q1,545,0.533,5612.0,1,1
APP01289,2025-Q1,707,0.381,25372.0,10,0
APP01290,2025-Q1,725,0.199,14852.0,1,0
APP01291,2025-Q1,645,0.512,10568.0,3,1
APP01292,2025-Q1,772,0.381,16601.0,7,0
APP01293,2025-Q1,507,0.254,16480.0,5,0
APP01294,2025-Q1,579,0.439,2000.0,7,1
APP01295,2025-Q1,799,0.38,16315.0,0,1
APP01296,2025-Q1,713,0.442,21256.0,7,1
APP01297,2025-Q1,744,0.357,16496.0,3,0
APP01298,2025-Q1,679,0.203,26747.0,11,1
APP01299,2025-Q1,686,0.39,8919.0,5,0
APP01300,2025-Q1,720,0.265,17760.0,4,0
APP01301,2025-Q1,595,0.366,26637.0,8,0
APP01302,2025-Q1,579,0.268,14006.0,5,0
APP01303,2025-Q1,597,0.391,16243.0,6,0
APP01304,2025-Q1,599,0.408,16877.0,0,1
APP01305,2025-Q1,683,0.404,16754.0,5,0
APP01306,2025-Q1,600,0.525,2000.0,8,1
APP01307,2025-Q1,575,0.37,23052.0,0,1
APP01308,2025-Q1,640,0.582,8499.0,5,1
APP01309,2025-Q1,630,0.247,20289.0,2,0
APP01310,2025-Q1,554,0.508,17097.0,1,0
APP01311,2025-Q1,719,0.303,15783.0,3,0
APP01312,2025-Q1,668,0.333,8141.0,8,0
APP01313,2025-Q1,727,0.32,13303.0,3,0
APP01314,2025-Q1,569,0.401,17685.0,11,1
APP01315,2025-Q1,521,0.304,5818.0,0,1
APP01316,2025-Q1,699,0.548,22947.0,11,1
APP01317,2025-Q1,649,0.255,9962.0,10,0
APP01318,2025-Q1,611,0.504,18578.0,9,1
APP01319,2025-Q1,581,0.377,25779.0,7,1
APP01320,2025-Q1,791,0.462,21853.0,0,1
APP01321,2025-Q1,673,0.085,25369.0,3,0
APP01322,2025-Q1,639,0.299,21888.0,1,0
APP01323,2025-Q1,705,0.367,27952.0,5,0
APP01324,2025-Q1,648,0.466,9933.0,11,1
APP01325,2025-Q1,645,0.272,15935.0,9,0
APP01326,2025-Q1,642,0.259,16068.0,0,0
APP01327,2025-Q1,653,0.257,10218.0,6,0
APP01328,2025-Q1,720,0.29,11983.0,1,0
APP01329,2025-Q1,692,0.292,18475.0,1,1
APP01330,2025-Q1,673,0.415,30453.0,6,0
APP01331,2025-Q1,635,0.33,25745.0,4,1
APP01332,2025-Q1,711,0.523,31288.0,1,0
APP01333,2025-Q1,635,0.172,16607.0,11,0
APP01334,2025-Q1,689,0.323,13332.0,7,0
APP01335,2025-Q1,614,0.403,24943.0,0,0
APP01336,2025-Q1,657,0.398,24907.0,9,0
APP01337,2025-Q1,578,0.163,20062.0,8,1
APP01338,2025-Q1,668,0.323,15456.0,11,0
APP01339,2025-Q1,665,0.482,20258.0,9,1
APP01340,2025-Q1,710,0.427,16857.0,6,0
APP01341,2025-Q1,730,0.517,21676.0,0,1
APP01342,2025-Q1,689,0.374,14401.0,1,1
APP01343,2025-Q1,753,0.368,17379.0,6,0
APP01344,2025-Q1,514,0.456,18321.0,7,0
APP01345,2025-Q1,593,0.38,17236.0,11,1
APP01346,2025-Q1,645,0.445,14088.0,2,1
APP01347,2025-Q1,663,0.287,6013.0,4,0
APP01348,2025-Q1,694,0.532,9695.0,6,0
APP01349,2025-Q1,610,0.42,12807.0,8,0
APP01350,2025-Q1,480,0.482,14093.0,7,1
APP01351,2025-Q1,699,0.433,36034.0,11,0
APP01352,2025-Q1,686,0.206,21584.0,4,0
APP01353,2025-Q1,686,0.447,18115.0,10,0
APP01354,2025-Q1,615,0.22,22024.0,11,1
APP01355,2025-Q1,577,0.365,23822.0,11,0
APP01356,2025-Q1,527,0.327,20692.0,4,0
APP01357,2025-Q1,659,0.304,10557.0,11,0
APP01358,2025-Q1,579,0.38,20032.0,6,1
APP01359,2025-Q1,762,0.368,12005.0,2,0
APP01360,2025-Q1,788,0.188,22920.0,9,0
APP01361,2025-Q1,656,0.338,26649.0,5,1
APP01362,2025-Q1,630,0.365,15922.0,4,0
APP01363,2025-Q1,567,0.631,18453.0,1,1
APP01364,2025-Q1,558,0.426,11506.0,7,0
APP01365,2025-Q1,568,0.475,16901.0,1,1
APP01366,2025-Q1,765,0.431,4465.0,4,0
APP01367,2025-Q1,569,0.352,16112.0,6,1
APP01368,2025-Q1,698,0.516,20657.0,0,0
APP01369,2025-Q1,653,0.167,14950.0,10,0
APP01370,2025-Q1,641,0.224,14945.0,1,0
APP01371,2025-Q1,761,0.407,7865.0,0,0
APP01372,2025-Q1,624,0.295,19857.0,11,0
APP01373,2025-Q1,718,0.265,20007.0,8,0
APP01374,2025-Q1,800,0.46,17839.0,8,0
APP01375,2025-Q1,699,0.365,17149.0,3,0
APP01376,2025-Q1,583,0.373,17747.0,7,1
APP01377,2025-Q1,626,0.405,11377.0,5,0
APP01378,2025-Q1,647,0.117,26954.0,1,0
APP01379,2025-Q1,739,0.349,16713.0,11,1
APP01380,2025-Q1,697,0.393,24624.0,2,0
APP01381,2025-Q1,643,0.301,10291.0,6,0
APP01382,2025-Q1,581,0.484,14400.0,7,0
APP01383,2025-Q1,655,0.425,10997.0,3,1
APP01384,2025-Q1,608,0.116,30470.0,11,1
APP01385,2025-Q1,557,0.334,19429.0,9,0
APP01386,2025-Q1,643,0.269,17192.0,8,0
APP01387,2025-Q1,647,0.49,12428.0,10,1
APP01388,2025-Q1,654,0.355,2754.0,7,0
APP01389,2025-Q1,643,0.46,16216.0,10,0
APP01390,2025-Q1,661,0.357,20638.0,9,0
APP01391,2025-Q1,551,0.254,32116.0,7,1
APP01392,2025-Q1,680,0.442,19754.0,4,1
APP01393,2025-Q1,787,0.319,15752.0,1,0
APP01394,2025-Q1,475,0.366,27604.0,10,1
APP01395,2025-Q1,674,0.305,16604.0,9,1
APP01396,2025-Q1,649,0.531,22370.0,1,1
APP01397,2025-Q1,642,0.488,10337.0,1,1
APP01398,2025-Q1,744,0.346,13588.0,3,0
APP01399,2025-Q1,666,0.465,13242.0,3,0
APP01400,2025-Q1,714,0.285,18160.0,7,0
APP01401,2025-Q1,514,0.456,17105.0,7,0
APP01402,2025-Q1,670,0.356,12126.0,11,1
APP01403,2025-Q1,627,0.477,14273.0,7,1
APP01404,2025-Q1,575,0.271,34050.0,6,0
APP01405,2025-Q1,515,0.33,21819.0,1,0
APP01406,2025-Q1,664,0.293,12269.0,9,0
APP01407,2025-Q1,675,0.379,23048.0,10,0
APP01408,2025-Q1,686,0.248,19852.0,6,0
APP01409,2025-Q1,606,0.303,16533.0,6,0
APP01410,2025-Q1,793,0.259,12250.0,6,0
APP01411,2025-Q1,543,0.401,7587.0,6,0
APP01412,2025-Q1,576,0.234,22469.0,6,0
APP01413,2025-Q1,706,0.251,23491.0,9,0
APP01414,2025-Q1,655,0.228,19297.0,10,0
APP01415,2025-Q1,684,0.452,14969.0,7,0
APP01416,2025-Q1,684,0.304,24986.0,5,1
APP01417,2025-Q1,684,0.408,15949.0,3,0
APP01418,2025-Q1,613,0.332,21101.0,2,1
APP01419,2025-Q1,694,0.364,17364.0,2,1
APP01420,2025-Q1,584,0.434,9616.0,10,0
APP01421,2025-Q1,646,0.302,25738.0,2,1
APP01422,2025-Q1,635,0.478,22438.0,10,0
APP01423,2025-Q1,602,0.354,20965.0,4,1
APP01424,2025-Q1,732,0.402,16169.0,3,0
APP01425,2025-Q1,637,0.453,19374.0,5,0
APP01426,2025-Q1,639,0.282,23535.0,1,0
APP01427,2025-Q1,680,0.392,28612.0,8,1
APP01428,2025-Q1,686,0.395,15461.0,9,0
APP01429,2025-Q1,740,0.552,13483.0,4,0
APP01430,2025-Q1,686,0.219,13366.0,2,0
APP01431,2025-Q1,682,0.261,20301.0,4,0
APP01432,2025-Q1,588,0.208,18171.0,4,0
APP01433,2025-Q1,616,0.311,23746.0,5,0
APP01434,2025-Q1,572,0.392,8741.0,7,0
APP01435,2025-Q1,710,0.234,18460.0,3,1
APP01436,2025-Q1,590,0.392,14265.0,5,0
APP01437,2025-Q1,623,0.16,33288.0,5,0
APP01438,2025-Q1,637,0.289,24983.0,3,0
APP01439,2025-Q1,614,0.343,15545.0,11,0
APP01440,2025-Q1,676,0.375,17092.0,9,0
APP01441,2025-Q1,615,0.345,27647.0,9,0
APP01442,2025-Q1,672,0.393,18248.0,1,0
APP01443,2025-Q1,693,0.345,12843.0,3,0
APP01444,2025-Q1,611,0.366,26141.0,6,1
APP01445,2025-Q1,691,0.475,16241.0,4,1
APP01446,2025-Q1,657,0.19,6155.0,8,0
APP01447,2025-Q1,666,0.355,14904.0,9,0
APP01448,2025-Q1,678,0.337,18920.0,6,0
APP01449,2025-Q1,706,0.392,34522.0,1,0
APP01450,2025-Q1,688,0.321,16024.0,3,0
APP01451,2025-Q1,637,0.375,21050.0,11,0
APP01452,2025-Q1,680,0.297,14022.0,7,1
APP01453,2025-Q1,683,0.399,29284.0,2,1
APP01454,2025-Q1,679,0.641,16493.0,8,0
APP01455,2025-Q1,647,0.33,20375.0,11,0
APP01456,2025-Q1,688,0.314,11476.0,9,0
APP01457,2025-Q1,724,0.333,17507.0,3,0
APP01458,2025-Q1,665,0.261,16783.0,3,1
APP01459,2025-Q1,575,0.293,23380.0,0,0
APP01460,2025-Q1,615,0.348,23034.0,10,1
APP01461,2025-Q1,631,0.447,16481.0,6,0
APP01462,2025-Q1,695,0.275,14588.0,9,1
APP01463,2025-Q1,703,0.214,14906.0,5,0
APP01464,2025-Q1,791,0.393,14917.0,11,0
APP01465,2025-Q1,637,0.427,15232.0,2,0
APP01466,2025-Q1,737,0.355,21079.0,11,0
APP01467,2025-Q1,646,0.419,18341.0,7,0
APP01468,2025-Q1,627,0.458,21647.0,7,0
APP01469,2025-Q1,646,0.334,11339.0,7,0
APP01470,2025-Q1,663,0.325,6187.0,8,0
APP01471,2025-Q1,728,0.215,22912.0,3,0
APP01472,2025-Q1,606,0.409,24762.0,8,0
APP01473,2025-Q1,657,0.265,19952.0,5,0
APP01474,2025-Q1,636,0.381,22304.0,10,0
APP01475,2025-Q1,632,0.115,16796.0,6,0
APP01476,2025-Q1,605,0.34,17695.0,6,1
APP01477,2025-Q1,661,0.178,22249.0,10,0
APP01478,2025-Q1,709,0.129,12947.0,6,0
APP01479,2025-Q1,693,0.376,17347.0,8,0
APP01480,2025-Q1,728,0.564,22438.0,8,1
APP01481,2025-Q1,628,0.193,27396.0,7,0
APP01482,2025-Q1,534,0.345,22510.0,8,0
APP01483,2025-Q1,709,0.37,16817.0,8,1
APP01484,2025-Q1,740,0.452,26273.0,6,0
APP01485,2025-Q1,736,0.475,20251.0,7,0
APP01486,2025-Q1,707,0.569,16888.0,3,1
APP01487,2025-Q1,645,0.291,15707.0,8,1
APP01488,2025-Q1,633,0.403,15168.0,7,0
APP01489,2025-Q1,719,0.572,18483.0,9,0
APP01490,2025-Q1,703,0.293,10813.0,1,0
APP01491,2025-Q1,538,0.367,9576.0,1,0
APP01492,2025-Q1,620,0.42,13731.0,7,1
APP01493,2025-Q1,691,0.509,15205.0,1,0
APP01494,2025-Q1,588,0.471,10010.0,3,1
APP01495,2025-Q1,629,0.291,13309.0,8,0
APP01496,2025-Q1,646,0.342,9820.0,10,1
APP01497,2025-Q1,684,0.362,16180.0,9,0
APP01498,2025-Q1,579,0.406,23369.0,6,0
APP01499,2025-Q1,584,0.253,17111.0,5,1
APP01500,2025-Q1,706,0.37,11719.0,5,0
APP01501,2025-Q1,663,0.389,23180.0,4,0
APP01502,2025-Q1,550,0.36,28031.0,5,0
APP01503,2025-Q1,643,0.263,12481.0,5,0
APP01504,2025-Q1,674,0.454,18205.0,8,0
APP01505,2025-Q1,694,0.404,26076.0,4,0
APP01506,2025-Q1,658,0.093,16789.0,2,0
APP01507,2025-Q1,609,0.409,26291.0,5,0
APP01508,2025-Q1,571,0.335,7474.0,0,0
APP01509,2025-Q1,629,0.43,15889.0,8,1
APP01510,2025-Q1,661,0.338,25365.0,10,0
APP01511,2025-Q1,572,0.287,31240.0,4,0
APP01512,2025-Q1,615,0.429,22357.0,2,0
APP01513,2025-Q1,715,0.375,5672.0,2,0
APP01514,2025-Q1,666,0.511,11410.0,9,0
APP01515,2025-Q1,581,0.392,24673.0,7,0
APP01516,2025-Q1,609,0.297,27500.0,8,0
APP01517,2025-Q1,692,0.26,6999.0,6,0
APP01518,2025-Q1,711,0.493,25503.0,11,1
APP01519,2025-Q1,619,0.548,26988.0,5,1
APP01520,2025-Q1,585,0.494,20640.0,9,0
APP01521,2025-Q1,682,0.322,18236.0,8,1
APP01522,2025-Q1,620,0.416,17177.0,1,1
APP01523,2025-Q1,682,0.374,26289.0,11,0
APP01524,2025-Q1,630,0.307,14423.0,11,0
APP01525,2025-Q1,614,0.583,20505.0,3,1
APP01526,2025-Q1,616,0.244,21540.0,7,1
APP01527,2025-Q1,703,0.366,24087.0,9,0
APP01528,2025-Q1,654,0.372,23441.0,8,0
APP01529,2025-Q1,645,0.154,14228.0,8,0
APP01530,2025-Q1,694,0.239,6366.0,5,0
APP01531,2025-Q1,652,0.34,24280.0,2,0
APP01532,2025-Q1,652,0.266,16415.0,5,1
APP01533,2025-Q1,600,0.148,10238.0,1,0
APP01534,2025-Q1,670,0.226,20785.0,9,0
APP01535,2025-Q1,684,0.474,19639.0,9,1
APP01536,2025-Q1,592,0.342,14768.0,5,0
APP01537,2025-Q1,582,0.332,14858.0,4,0
APP01538,2025-Q1,675,0.433,16816.0,10,1
APP01539,2025-Q1,594,0.415,24620.0,4,0
APP01540,2025-Q1,584,0.478,19865.0,5,1
APP01541,2025-Q1,678,0.42,25197.0,9,0
APP01542,2025-Q1,503,0.34,15674.0,1,0
APP01543,2025-Q1,729,0.4,21056.0,7,0
APP01544,2025-Q1,786,0.327,16781.0,3,0
APP01545,2025-Q1,643,0.153,19678.0,6,0
APP01546,2025-Q1,676,0.302,9209.0,11,0
